customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
CUST-15825,Female,1,Yes,Yes,23,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.14,1484.76,3,No
CUST-15826,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.66,3660.37,0,Yes
CUST-15827,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.69,62.96,1,No
CUST-15828,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.45,4362.66,4,Yes
CUST-15829,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.57,1504.25,1,Yes
CUST-15830,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.86,936.97,1,No
CUST-15831,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.17,2455.55,2,No
CUST-15832,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,72.33,1219.66,1,No
CUST-15833,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.58,1914.02,2,No
CUST-15834,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.76,776.85,0,Yes
CUST-15835,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,79.9,5088.62,2,No
CUST-15836,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.53,714.92,2,No
CUST-15837,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.56,4234.19,4,No
CUST-15838,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),105.29,537.46,2,Yes
CUST-15839,Female,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.57,3589.11,4,Yes
CUST-15840,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.94,1570.54,0,No
CUST-15841,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.26,4416.82,1,No
CUST-15842,Male,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.36,2993.79,1,No
CUST-15843,Female,0,No,No,48,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),50.64,2449.31,1,No
CUST-15844,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.13,5654.8,1,No
CUST-15845,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.44,4498.74,0,No
CUST-15846,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.39,451.4,1,Yes
CUST-15847,Male,1,Yes,Yes,4,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),52.18,211.22,0,Yes
CUST-15848,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,84.69,1505.61,0,Yes
CUST-15849,Female,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.29,877.68,1,No
CUST-15850,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,92.2,1650.76,1,Yes
CUST-15851,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,86.9,4466.16,1,No
CUST-15852,Female,1,Yes,No,70,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,52.51,3654.55,3,No
CUST-15853,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,106.42,4872.24,2,Yes
CUST-15854,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.71,428.04,1,Yes
CUST-15855,Female,0,No,No,64,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.03,3961.42,0,No
CUST-15856,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.19,,0,Yes
CUST-15857,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.65,198.3,0,Yes
CUST-15858,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.38,263.79,2,No
CUST-15859,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.9,1236.61,2,No
CUST-15860,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,97.87,3874.47,6,Yes
CUST-15861,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),93.28,2441.6,2,No
CUST-15862,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.72,1992.56,0,No
CUST-15863,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.06,543.73,1,No
CUST-15864,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.09,1274.15,1,No
CUST-15865,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,67.03,397.26,1,No
CUST-15866,Male,0,No,Yes,40,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,59.7,2386.0,1,No
CUST-15867,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.21,3332.1,0,No
CUST-15868,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.53,1064.19,1,No
CUST-15869,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.88,2064.49,0,Yes
CUST-15870,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,93.76,2684.15,2,No
CUST-15871,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.11,3211.12,2,No
CUST-15872,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.73,50.24,2,Yes
CUST-15873,Female,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),86.12,2030.5,0,No
CUST-15874,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.56,4290.31,2,No
CUST-15875,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),98.41,1569.84,1,No
CUST-15876,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.0,1448.18,3,Yes
CUST-15877,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.29,2340.26,1,No
CUST-15878,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.56,719.06,0,No
CUST-15879,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,52.62,684.23,1,No
CUST-15880,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.91,2279.2,4,No
CUST-15881,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,62.31,3028.95,3,No
CUST-15882,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.17,491.34,0,Yes
CUST-15883,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.41,365.02,2,Yes
CUST-15884,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.83,2262.94,4,No
CUST-15885,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),90.02,3594.64,3,No
CUST-15886,Male,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.27,777.02,1,Yes
CUST-15887,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.63,456.47,1,Yes
CUST-15888,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.27,5224.46,2,No
CUST-15889,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,81.59,2333.89,2,No
CUST-15890,Female,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.03,1104.89,2,No
CUST-15891,Male,1,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.45,1641.33,1,No
CUST-15892,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.43,3101.29,0,Yes
CUST-15893,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),91.65,725.42,1,Yes
CUST-15894,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.97,1728.48,2,No
CUST-15895,Male,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.84,941.07,1,No
CUST-15896,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,92.05,3968.02,2,No
CUST-15897,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),54.64,861.88,1,No
CUST-15898,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.87,1398.86,0,Yes
CUST-15899,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,59.96,907.8,1,No
CUST-15900,Female,0,No,No,44,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.98,3109.76,0,Yes
CUST-15901,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,66.6,1179.78,2,No
CUST-15902,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.48,178.5,2,Yes
CUST-15903,Male,0,Yes,No,20,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,62.74,1247.66,1,No
CUST-15904,Female,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),77.16,3105.66,1,Yes
CUST-15905,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,74.17,3694.23,3,No
CUST-15906,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.77,1133.51,2,Yes
CUST-15907,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,73.34,1808.2,0,No
CUST-15908,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.82,1519.84,2,Yes
CUST-15909,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.23,2047.68,4,Yes
CUST-15910,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.47,2030.37,2,Yes
CUST-15911,Female,0,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.43,2791.81,1,No
CUST-15912,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,71.48,3660.79,0,No
CUST-15913,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.05,581.41,0,No
CUST-15914,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,97.51,1015.88,3,Yes
CUST-15915,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,90.14,3041.93,0,Yes
CUST-15916,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.8,6962.83,1,Yes
CUST-15917,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,65.96,2194.43,1,No
CUST-15918,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.36,2874.48,2,Yes
CUST-15919,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,95.68,1051.82,1,Yes
CUST-15920,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),82.16,297.69,3,No
CUST-15921,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.97,2250.32,1,Yes
CUST-15922,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),112.65,3684.46,2,No
CUST-15923,Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,106.37,6810.74,1,No
CUST-15924,Female,1,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),80.08,2248.02,0,No
CUST-15925,Female,0,No,No,5,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,70.03,354.94,0,No
CUST-15926,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,82.3,905.79,4,No
CUST-15927,Male,1,No,No,30,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.76,2404.82,0,Yes
CUST-15928,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),76.53,2323.41,3,Yes
CUST-15929,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),79.59,3365.69,2,No
CUST-15930,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.26,461.93,0,No
CUST-15931,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.39,6004.21,0,No
CUST-15932,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.05,3245.0,1,No
CUST-15933,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.96,931.54,0,No
CUST-15934,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,56.38,1176.84,0,No
CUST-15935,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.46,685.95,0,Yes
CUST-15936,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,88.19,3793.85,0,Yes
CUST-15937,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),69.11,3873.62,0,No
CUST-15938,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.34,2511.09,1,No
CUST-15939,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.97,1730.15,0,No
CUST-15940,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.93,2655.69,0,No
CUST-15941,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.83,1195.06,1,No
CUST-15942,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.1,4587.34,1,No
CUST-15943,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.65,1208.2,0,Yes
CUST-15944,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.06,729.45,0,No
CUST-15945,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.36,2427.72,1,Yes
CUST-15946,Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.94,1192.19,0,No
CUST-15947,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.75,5926.0,2,No
CUST-15948,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.54,1630.05,0,No
CUST-15949,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,74.9,1672.52,1,No
CUST-15950,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.72,1005.4,2,No
CUST-15951,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,102.02,2612.23,0,No
CUST-15952,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,85.82,1420.95,0,Yes
CUST-15953,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.49,812.48,1,No
CUST-15954,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.47,7307.93,0,Yes
CUST-15955,Female,0,No,No,14,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),51.87,750.48,0,No
CUST-15956,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.93,799.51,0,Yes
CUST-15957,Male,1,No,No,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.67,1326.93,1,Yes
CUST-15958,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.06,,1,No
CUST-15959,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.09,133.89,2,No
CUST-15960,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.74,4557.81,2,Yes
CUST-15961,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.93,1524.93,0,No
CUST-15962,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,94.39,3958.12,0,No
CUST-15963,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,72.5,2330.84,0,Yes
CUST-15964,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,80.28,1593.56,1,No
CUST-15965,Male,1,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.05,573.09,3,Yes
CUST-15966,Male,1,No,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.22,2142.63,0,No
CUST-15967,Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),93.19,2272.33,0,No
CUST-15968,Male,0,No,No,20,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,80.91,1640.84,0,No
CUST-15969,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),54.51,774.22,0,No
CUST-15970,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,95.28,3253.01,1,Yes
CUST-15971,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.22,4178.93,0,No
CUST-15972,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.08,2329.2,1,Yes
CUST-15973,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.64,472.55,1,No
CUST-15974,Male,1,No,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.66,4686.02,1,No
CUST-15975,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.51,765.95,1,Yes
CUST-15976,Male,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.5,1975.5,0,Yes
CUST-15977,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),88.34,4757.31,0,No
CUST-15978,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.69,1611.39,0,No
CUST-15979,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),84.24,581.12,2,Yes
CUST-15980,Male,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.18,1938.73,1,No
CUST-15981,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.8,4308.68,4,Yes
CUST-15982,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.31,1490.24,1,Yes
CUST-15983,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,74.74,1421.86,3,No
CUST-15984,Male,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),90.84,4638.44,0,No
CUST-15985,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.51,83.82,0,No
CUST-15986,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.8,5823.22,0,No
CUST-15987,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.53,1635.46,2,Yes
CUST-15988,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.86,360.89,0,Yes
CUST-15989,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.78,2303.78,1,Yes
CUST-15990,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.9,3019.98,0,Yes
CUST-15991,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,67.0,1349.67,1,No
CUST-15992,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),79.17,703.92,1,No
CUST-15993,Male,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.69,4187.54,0,No
CUST-15994,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),99.04,2302.42,1,No
CUST-15995,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.06,157.66,0,No
CUST-15996,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.89,3433.04,0,No
CUST-15997,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,95.03,690.18,2,Yes
